,name,street,town,state,zipcode,annual_rounds,ownership,year_built,green_fees
918,South Gate Municipal Golf Course,9615 Pinehurst Ave,South Gate,CA,90280,N/A,Public,1948,$9.50
919,Bijou Municipal Golf Course,3464 Fairway Dr,South Lake Tahoe,CA,96150,"25,000 (estimated)",Public,1920,$25.00
920,Lake Tahoe Golf Course,2500 Emerald Bay Rd,South Lake Tahoe,CA,96150,"47,000 (estimated)",Public,1960,$67.00
921,Tahoe Paradise Golf Course,3021 Emerald Bay Rd,South Lake Tahoe,CA,96150,N/A,Public,1960,$39.00
922,Arroyo Seco Golf Course,1055 Lohman Ln,South Pasadena,CA,91030,N/A,Public,1960,$12.00
923,California Golf Club of San Francisco,844 W Orange Ave,South San Francisco,CA,94080,"24,000 (estimated)",Private,1918,$75.00
924,Stanford University Golf Course,198 Junipero Serra Blvd,Stanford,CA,94305,N/A,Private,1930,$100.00
925,Stevinson Ranch,2700 N Van Clief,Stevinson,CA,95374,"44,000 (estimated)",Public,1995,$85.00
926,Brookside Country Club,3603 Saint Andrews Dr,Stockton,CA,95219,"50,000 (estimated)",Private,1991,$75.00
927,Elkhorn Country Club,1050 Elkhorn Dr,Stockton,CA,95209,"50,000 (estimated)",Private,1962,$50.00
928,Lyons Golf Course,Rough & Ready Island,Stockton,CA,95203,"25,000 (estimated)",Public,1967,$10.00
929,Oakmoore Golf Course,3737 N Wilson Way,Stockton,CA,95205,N/A,Private,1961,$34.00
930,Reserve at Spanos Park,6301 W Eight Mile Rd,Stockton,CA,95219,N/A,Semi-Private,1999,$65.00
931,Stockton Golf & Country Club,3800 W Country Club Blvd,Stockton,CA,95204,"30,000 (estimated)",Private,1914,$70.00
932,Swenson Executive Course at Swenson Park Golf Course,6803 Alexandria Pl,Stockton,CA,95207,"60,000 (estimated)",Public,1970,$13.50
933,Swenson Golf Course at Swenson Park Golf Course,6803 Alexandria Pl,Stockton,CA,95207,"60,000 (estimated)",Public,1952,$17.25
934,Van Buskirk Park Golf Course,1740 Houston Ave,Stockton,CA,95206,N/A,Public,1967,$17.25
935,Venetian Gardens Golf Course,1555 Mosaic Way,Stockton,CA,95207,N/A,Private,1975,N/A
936,Studio City Golf Course,4141 Whitsett Ave,Studio City,CA,91604,N/A,Public,,$16.00
937,Green Valley Golf Course,35 Country Club Dr,Suisun City,CA,94585,"40,000 (estimated)",Private,1950,$70.00
938,Cherry Hills Golf Course,26583 Cherry Hills Blvd,Sun City,CA,92586,N/A,Semi-Private,1963,$35.00
939,North Golf Course,26660 Mccall Blvd,Sun City,CA,92586,"45,000 (estimated)",Semi-Private,1972,$21.00
940,Moffett Field Golf Club,750 Mff/svbg Onizuki Air Station,Sunnyvale,CA,94089,"40,000 (estimated)",Military,1956,$23.00
941,Sunken Gardens Golf Course,1010 S Wolfe Rd,Sunnyvale,CA,94086,"48,000 (estimated)",Public,1959,$23.50
942,Sunnyvale Municipal Golf Course,605 Macara Ave,Sunnyvale,CA,94086,"100,000 (estimated)",Public,1968,$41.00
943,Cypress Course at Sunol Valley Golf Course,6900 Mission Rd,Sunol,CA,94586,"130,000 (estimated)",Public,1967,$50.00
944,Palm Course at Sunol Valley Golf Course,6900 Mission Rd,Sunol,CA,94586,"130,000 (estimated)",Public,1967,$50.00
945,Diamond Mountain Golf Course,470-835 Wingfield Rd,Susanville,CA,96130,"40,000 (estimated)",Public,1968,$14.00
946,Southridge Golf Course,9413 S Butte Rd,Sutter,CA,95982,"40,000 (estimated)",Semi-Private,1992,$36.00
947,Cascades Golf Club,16325 Silver Oaks Dr,Sylmar,CA,91342,N/A,Public,1999,$85.00
948,El Cariso Golf Course,13100 Eldridge Ave,Sylmar,CA,91342,N/A,Public,1977,$21.50
949,Buena Vista Golf Course,10256 Golf Course Rd,Taft,CA,93268,"60,000 (estimated)",Public,1952,$29.00
950,Tahoe City Golf Course,251 N Lake Blvd,Tahoe City,CA,95730,N/A,Public,1917,$50.00
951,East Course at Braemar Country Club,4001 Resada Blvd,Tarzana,CA,91356,"98,000 (estimated)",Private,1963,$60.00
952,El Caballero Country Club,18300 Tarzana Dr,Tarzana,CA,91356,"50,000 (estimated)",Private,1957,$90.00
953,Guldahl Course at Braemar Country Club,4001 Resada Blvd,Tarzana,CA,91356,"98,000 (estimated)",Private,1963,$60.00
954,Horse Thief Country Club,Stallon Springs Resort,Tehachapi,CA,93561,"40,000 (estimated)",Semi-Private,1974,$40.00
955,Oak Tree Country Club,29541 Rolling Oak Rd,Tehachapi,CA,93561,"30,000 (estimated)",Private,1973,$20.00
956,Creek Oaks Course at Temecula Creek Inn,44501 Rainbow Canyon Rd,Temecula,CA,92592,"75,000 (estimated)",Resort,1969,$80.00
957,Cross Creek Golf Club,43860 Glen Meadows Rd,Temecula,CA,92590,N/A,Semi-Private,2001,$60.00
958,Oaks Stonehouse Course at Temecula Creek Inn,44501 Rainbow Canyon Rd,Temecula,CA,92592,"75,000 (estimated)",Resort,1990,$80.00
959,Rancho del Cielo Golf Course,35010 Santa Rita Rd,Temecula,CA,92592,N/A,Semi-Private,1986,$12.00
960,Redhawk Golf Club,45100 Redhawk Pkwy,Temecula,CA,92592,N/A,Public,1991,$80.00
961,Stonehouse Creek Course at Temecula Creek Inn,44501 Rainbow Canyon Rd,Temecula,CA,92592,"75,000 (estimated)",Resort,1990,$80.00
962,Temeku Hills Golf Course,41687 Temeku Dr,Temecula,CA,92591,"53,000 (estimated)",Public,1995,$59.00
963,Los Robles Greens Golf Course,299 S Moorpark Rd,Thousand Oaks,CA,91361,"100,000 (estimated)",Public,1964,$34.00
964,Sherwood Country Club,320 W Strafford Rd,Thousand Oaks,CA,91361,"15,000 (estimated)",Private,1989,$70.00
965,Sunset Hills Country Club,4155 Erbes Rd N,Thousand Oaks,CA,91360,"65,000 (estimated)",Private,1974,$50.00
966,Eighteen Course at Tri-Palm Country Club,32610 Desert Moon Dr,Thousand Palms,CA,92276,"50,000 (estimated)",Private,1970,$25.00
967,Ivey Ranch Country Club,74580 Varner Rd,Thousand Palms,CA,92276,"20,000 (estimated)",Semi-Private,1985,$38.50
968,Par 3 Course at Tri-Palm Country Club,32610 Desert Moon Dr,Thousand Palms,CA,92276,"50,000 (estimated)",Private,1970,$15.00
969,Three Rivers Golf Course,41117 Sierra Dr,Three Rivers,CA,93271,N/A,Public,1964,$30.00
970,New Horizons Golf Course,22727 Maple Ave,Torrance,CA,90505,N/A,Private,1964,N/A
971,Sea Aire Park Golf Course,22730 Lupine Dr,Torrance,CA,90505,N/A,Public,1940,$7.00
972,Old River Golf Course,18007 N Macaurthur,Tracy,CA,95376,N/A,Public,1999,$18.00
973,Tracy Golf & Country Club,35200 S Chrisman Rd,Tracy,CA,95376,"35,000 (estimated)",Private,1956,$35.00
974,Bolado Park Golf Club,7777 Airline Hwy,Tres Pinos,CA,95075,N/A,Public,1928,$20.00
975,Trona Golf Course,82700 Trona Rd,Trona,CA,93562,N/A,Public,1926,$5.00
976,Coyote Moon Golf Club,10685 Northwoods Blvd,Truckee,CA,96161,"20,000 (estimated)",Public,2000,$150.00
977,Lahontan Golf Club,12000 Lodgetrail Dr,Truckee,CA,96161,"12,000 (estimated)",Private,1998,$100.00
978,Northstar at Tahoe Golf Course,Basque Dr,Truckee,CA,96160,"25,000 (estimated)",Resort,1974,$95.00
979,Ponderosa Golf Course,10040 Reynold Way,Truckee,CA,96161,"23,000 (estimated)",Public,1961,$40.00
980,Tahoe Donner Golf Club,12850 Northwoods Blvd,Truckee,CA,96161,"26,000 (estimated)",Semi-Private,1975,$120.00
981,Verdugo Hills Golf Course,6433 La Tuna Canyon Rd,Tujunga,CA,91042,"65,000 (estimated)",Public,1959,$12.00
982,Tulare Golf Course,5320 S Laspina St,Tulare,CA,93274,"55,000 (estimated)",Public,1956,$22.00
983,Indian Camp Golf Course,17334 Stateline Rd,Tulelake,CA,96134,N/A,Public,1982,$13.00
984,Turlock Golf & Country Club,10532 Golf Link Rd,Turlock,CA,95380,"33,000 (estimated)",Private,1970,$40.00
985,Tustin Ranch Golf Club,12442 Tustin Ranch Rd,Tustin,CA,92782,"65,000 (estimated)",Public,1989,$145.00
986,Twain Harte Golf Club,22909 Meadow Ln,Twain Harte,CA,95383,N/A,Public,1961,$15.00
987,Desert Winds Golf Course,Mwr Golf Course Bdlg 3812,Twentynine Palms,CA,92278,"28,000 (estimated)",Military,1965,$12.00
988,Roadrunner Dunes Golf Course,4733 Desert Knoll Rd,Twentynine Palms,CA,92277,"20,000 (estimated)",Public,1964,$14.00
989,Ukiah Municipal Golf Course,599 Park Blvd,Ukiah,CA,95482,"45,000 (estimated)",Public,1965,$21.00
990,Upland Hills Country Club,1231 E 16th St,Upland,CA,91784,"95,000 (estimated)",Semi-Private,1983,$45.00
991,Cypress Lakes Golf Course,5601 Meridian Rd,Vacaville,CA,95687,"60,000 (estimated)",Military,1960,$19.00
992,Executive Course at Green Tree Golf Club,999 Leisure Town Rd,Vacaville,CA,95687,N/A,Public,1963,$12.00
993,Green Tree Golf Club,999 Leisure Town Rd,Vacaville,CA,95687,N/A,Public,1963,$25.00
994,Executive Course at Vista Valencia Golf Course,24700 W Trevino Rd,Valencia,CA,91355,N/A,Public,1963,$28.00
995,Par 3 Course at Vista Valencia Golf Course,24700 W Trevino Rd,Valencia,CA,91355,N/A,Public,1957,$13.00
996,TPC at Valencia,26550 Heritage View Ln,Valencia,CA,91381,N/A,Public,2003,$143.00
997,Valencia Country Club,27330 N Tourney Rd,Valencia,CA,91355,"30,000 (estimated)",Private,1965,$102.00
998,East Course at Blue Rock Springs Golf Course,Columbus Pkwy,Vallejo,CA,94591,N/A,Public,1994,$28.00
999,Hiddenbrooke Golf Club,1095 Hiddenbrooke Pkwy,Vallejo,CA,94591,"35,000 (estimated)",Public,1995,$100.00
1000,Joe Mortara Golf Course,900 Fairgrounds Dr,Vallejo,CA,94589,N/A,Public,1987,$13.00
1001,Mare Island Golf Club,1800 Club Dr,Vallejo,CA,94592,"36,000 (estimated)",Public,1892,$48.00
1002,West Course at Blue Rock Springs Golf Course,Columbus Pkwy,Vallejo,CA,94591,N/A,Public,1941,$25.00
1003,Skyline Ranch,18218 Paradise Mountain Rd,Valley Center,CA,92082,N/A,Private,1970,N/A
1004,Woods Valley Golf Club,14616 Woods Valley Rd,Valley Center,CA,92082,N/A,Public,2003,N/A
1005,La Contenta Golf Club,1653 Hwy 26,Valley Springs,CA,95252,"65,000 (estimated)",Semi-Private,1973,$33.00
1006,Eighteen Hole Course at Van Nuys Golf Course,6550 Odessa Ave,Van Nuys,CA,91406,N/A,Public,,$12.00
1007,Executive Course at Van Nuys Golf Course,6550 Odessa Ave,Van Nuys,CA,91406,N/A,Public,,$18.00
1008,Woodley Lakes Golf Course,6331 Woodley Ave,Van Nuys,CA,91406,N/A,Public,1965,$27.00
1009,Marshallia Ranch Golf Course,Vandenberg Rd,Vandenberg Afb,CA,93436,N/A,Military,1957,$37.00
1010,Penmar Golf Course,1233 Rose Ave,Venice,CA,90291,"46,000 (estimated)",Public,1963,$15.00
1011,Buenaventura Golf Course,5882 Olivas Park Dr,Ventura,CA,93003,N/A,Public,1932,$20.00
1012,Olivas Park Golf Course,3750 Olivas Park Dr,Ventura,CA,93001,"27,500 (estimated)",Public,1962,$23.00
1013,Saticoy Golf Course,1025 S Wells Rd,Ventura,CA,93004,N/A,Public,1926,$18.00
1014,Green Tree Golf Course,14144 Green Tree Blvd,Victorville,CA,92392,N/A,Public,N/A,$23.00
1015,Spring Valley Lake Country Club,13229 Spring Valley Pkwy,Victorville,CA,92392,"40,000 (estimated)",Private,1971,$50.00
1016,Westwinds Golf Course,18003 Westwinds Dr,Victorville,CA,92394,"10,000 (estimated)",Public,1996,$20.00
1017,Lakes Valley Course at Valley Oaks Golf Club,1800 S Plaza Dr,Visalia,CA,93277,"81,000 (estimated)",Public,1996,$20.00
1018,Oak Patch Golf Course,30400 Rd 158,Visalia,CA,93292,"15,000 (estimated)",Public,1963,$13.00
1019,Oaks Lakes Course at Valley Oaks Golf Club,1800 S Plaza Dr,Visalia,CA,93277,"81,000 (estimated)",Public,1996,$20.00
1020,Sierra View Golf Course,12608 Ave 264,Visalia,CA,93277,"60,000 (estimated)",Public,1957,$20.00
1021,Valley Oaks Course at Valley Oaks Golf Club,1800 S Plaza Dr,Visalia,CA,93277,"81,000 (estimated)",Public,1972,$21.00
1022,Visalia Country Club,625 Ranch Rd,Visalia,CA,93291,"40,000 (estimated)",Private,,$30.00
1023,Shadowridge Golf Club,1980 Gateway Dr,Vista,CA,92081,"65,000 (estimated)",Private,1978,$75.00
1024,Vista Valley Country Club,29354 Vista Valley Dr,Vista,CA,92084,"30,000 (estimated)",Private,1979,$50.00
1025,East North Course at Los Angeles Royal Vista Golf Club,20055 E Colima Rd,Walnut,CA,91789,"65,000 (estimated)",Semi-Private,1963,$33.00
1026,North South Course at Los Angeles Royal Vista Golf Club,20055 E Colima Rd,Walnut,CA,91789,"65,000 (estimated)",Semi-Private,1963,$33.00
1027,South East Course at Los Angeles Royal Vista Golf Club,20055 E Colima Rd,Walnut,CA,91789,"65,000 (estimated)",Semi-Private,1963,$33.00
1028,Boundary Oak Golf Course,3800 Valley Vista Rd,Walnut Creek,CA,94598,"90,000 (estimated)",Public,1969,$30.00
1029,Diablo Hills Golf Course,1551 Marchbanks Dr,Walnut Creek,CA,94598,N/A,Public,1968,$40.00
1030,The North Course at Rossmoor Golf Course,1010 Stanley Dollar Dr,Walnut Creek,CA,94595,"85,000 (estimated)",Private,1965,$20.00
1031,The South Course at Rossmoor Golf Course,1010 Stanley Dollar Dr,Walnut Creek,CA,94595,"85,000 (estimated)",Private,1964,$36.00
1032,Warner Springs Ranch,31652 Hwy 79,Warner Springs,CA,92086,"32,000 (estimated)",Private,1965,$40.00
1033,Wasco Valley Rose Champions Golf Club,301 N Leonard Ave,Wasco,CA,93280,"49,000 (estimated)",Public,1991,$14.00
1034,Casserly Par-3 Golf Course,626 Casserly Rd,Watsonville,CA,95076,N/A,Public,,$10.00
1035,Spring Hills Golf Course,501 Spring Hills Dr,Watsonville,CA,95076,N/A,Public,1964,$40.00
1036,Wawona Hotel Golf Course,Hwy 41,Wawona,CA,95389,N/A,Resort,1918,$22.00
1037,Trinity Alps Golf & Country Club,118 Golf Course Rd,Weaverville,CA,96093,N/A,Semi-Private,1974,$15.00
1038,Championship Course at Lake Shastina Golf Resort,5925 Country Club Dr,Weed,CA,96094,"40,000 (estimated)",Resort,1972,$50.00
1039,Scottish Links Course at Lake Shastina Golf Resort,5925 Country Club Dr,Weed,CA,96094,"40,000 (estimated)",Resort,1973,$14.00
1040,Weed Golf Club,27730 Old Edgewood Rd,Weed,CA,96094,N/A,Public,1927,$15.00
1041,South Hills Country Club,2655 S Citrus Ave,West Covina,CA,91791,"38,000 (estimated)",Private,1954,$50.00
1042,Lakes Valley Course at North Ranch Country Club,4761 Valley Spring Dr,Westlake Village,CA,91362,N/A,Private,1975,$70.00
1043,Oaks Lakes Course at North Ranch Country Club,4761 Valley Spring Dr,Westlake Village,CA,91362,N/A,Private,1975,$70.00
1044,Valley Oaks Course at North Ranch Country Club,4761 Valley Spring Dr,Westlake Village,CA,91362,N/A,Private,1975,$70.00
1045,Westlake Village Golf Course,4812 Lakeview Canyon Rd,Westlake Village,CA,91361,N/A,Public,1966,$37.00
1046,Shelter Cove Golf Course,1555 Upper Pacific Dr,Whitethorn,CA,95589,N/A,Public,1960,$10.00
1047,California Country Club,1509 S Workman Mill Rd,Whittier,CA,90601,N/A,Private,1957,$75.00
1048,Candlewood Country Club,14000 E Telegraph Rd,Whittier,CA,90604,"45,000 (estimated)",Private,1956,$55.00
1049,Friendly Hills Country Club,8500 S. Villaverde Dr,Whittier,CA,90605,"35,000 (estimated)",Private,1968,$97.00
1050,Brooktrails Golf Course,24860 Birch St,Willits,CA,95490,"14,000 (estimated)",Public,1974,$14.00
1051,Bigfoot Golf & Country Club,Patterson Rd,Willow Creek,CA,95573,"12,000 (estimated)",Semi-Private,1960,$20.00
1052,Glenn Golf & Country Club,6226 County Rd 39,Willows,CA,95988,N/A,Semi-Private,1960,$20.00
1053,Harbor Park Golf Course,1235 N Figeuroa,Wilmington,CA,90744,N/A,Public,1957,$28.00
1054,Windsor Golf Club,6555 Skylane Blvd,Windsor,CA,95492,"60,000 (estimated)",Public,1989,$42.00
1055,Middle Lake Course at Woodbridge Golf & Country Club,800 E Woodbridge Rd,Woodbridge,CA,95258,"55,000 (estimated)",Private,1923,$50.00
1056,River Lake Course at Woodbridge Golf & Country Club,800 E Woodbridge Rd,Woodbridge,CA,95258,"55,000 (estimated)",Private,1974,$50.00
1057,River Middle Course at Woodbridge Golf & Country Club,800 E Woodbridge Rd,Woodbridge,CA,95258,"55,000 (estimated)",Private,1923,$50.00
1058,Hanks Woodlake Ranch,21730 Ave 332,Woodlake,CA,93286,"20,000 (estimated)",Public,1998,$12.00
1059,Yolo Fliers Club,17980 County Rd 94b,Woodland,CA,95695,N/A,Private,1950,$55.00
1060,Woodland Hills Country Club,21150 Dumetz Rd,Woodland Hills,CA,91364,"38,000 (estimated)",Private,1928,$60.00
1061,Menlo Country Club,2300 Woodside Rd,Woodside,CA,94062,"25,000 (estimated)",Private,1917,$40.00
1062,Black Gold Golf Club,17681 Lakeview Ave,Yorba Linda,CA,92886,N/A,Public,2001,$95.00
1063,Yorba Linda Country Club,19400 Mountain View Ave,Yorba Linda,CA,92886,"55,000 (estimated)",Private,1957,$75.00
1064,Vintners Golf Course,7901 Solano Ave,Yountville,CA,94599,N/A,Public,1999,$36.00
1065,Mallard Lake Golf Center,4238 Swy 99,Yuba City,CA,95991,"35,000 (estimated)",Public,1974,$14.00
1066,Yucaipa Valley Golf Course,33725 Chapman Heights Rd,Yucaipa,CA,92399,N/A,Public,2000,$34.00
1067,Blue Skies Country Club,55100 Martinez Trl,Yucca Valley,CA,92284,"30,000 (estimated)",Semi-Private,1950,$25.00
